ID,名称,别名,性味,归经,功效,主治,entity,摘自
11400,吊干麻,马断肠、萝卜药、大马桑、酸枣子藤、老虎麻、苦树皮、菜药、棱枝南蛇藤、大钧鱼竿,寒、凉、苦、辛、毒,肝、肺、肾,祛风、清热、通经、解毒、祛瘀、热解毒、祛风湿,秃疮、黄水疮、风湿、劳伤、关节疼痛、闭经、骨折,寒湿 冲任不固 关节疼 月经不通,《贵州草药》
11500,短柄菝葜,土茯苓、金刚豆藤,平、涩、淡,肝、脾,清热、补虚、活血、止血、益损、利湿,风湿、血崩,寒湿 血崩,《贵州草药》
11600,孔雀草,黄菊花、藤菊、西番菊,平、苦,肺,清热、止咳、利湿、化痰,痢疾、咳嗽,痢不止 咳嗽,《贵州草药》
11700,对叉疔药,飞蛾草、半边风、燕尾草、羊蹄草、半截叶、四方台,温、涩,肾、心,止痛、熄风、止血、解毒,疔疮、刀斧伤出血、痧气腹胀气、血尿、白浊,疔疮 出血 心腹胀 小便尿血 小便浊败,"《贵州草药》,《云南中草药》"
11800,地瓜藤,地石榴、过江龙、土瓜、野地瓜、地蜈蚣、牛马藤、过石龙、地枇杷、过山龙、铺地蜈蚣、牛托鼻、鸠草、冬枇杷、青风月、风藤、拦路虎、地木耳、野地瓜藤、霜坡虎、爬地牛奶、钻地龙、遍地金、地板藤、母猪地瓜、匐地蜈蚣、万年扒,寒、凉、苦、涩、毒,肝、肺、脾,祛风、清热、调经、除湿、消肿、止咳、活血、健胃、利湿、清肺、消食、利尿,风热咳嗽、痢疾、水肿、黄疸、风湿疼痛、痔疮出血、经闭、带下、小儿消化不良、跌打损伤、无名肿毒,热毒 咳嗽 痢不止 水肿 黄疸 寒湿 疼痛 痔疮 出血 月经不通 带下 消化不良 跌打损伤 无名肿毒,《贵州民间方药集》
11900,地黄瓜,白蒂黄瓜、铧嘴菜、曲角堇、黄瓜香,凉、苦、毒,肝、肺,清热、化瘀、止血、解毒、热解毒,咽喉红肿、疔疮肿毒、刀伤出血、跌打损伤,红肿 疮疥 出血 跌打损伤,《贵州民间方药集》
12000,鸭儿芹根,missing,温、辛,肺,止咳、散寒、发表、化痰,风寒感冒、水呛咳嗽、跌打损伤,寒邪 感冒 咳嗽 跌打损伤,《贵州民间方药集》
12100,过山消根,开喉箭,凉、苦、辛,肝、肺,消肿、行血、解毒、祛痰、血消肿,喉蛾、炭疽、红丝疔,,《贵州民间药物》
12200,毛药,红丝线、血见愁、野苦菜、野花毛辣角,凉、淡、毒,肺、脾,清热、解毒、热解毒,火疔、狂犬咬伤,,《贵州民间药物》
12300,茅草箭,茅灵芝,凉、甘,肝、肺,镇痛、清热、凉血,咳嗽、劳伤疼痛,咳嗽 冲任不固 疼痛,《贵州民间药物》
12400,米饭花果,米饭花、珍珠花、夏菠、羊豆饭、小三条筋子树,平、甘,肺、肾,消肿、利水,水肿、瘀肿、腹水,水肿,《贵州民间药物》
12500,消毒药,如意草、头草、罐嘴菜、小犁头草、地黄瓜,凉、苦、辛,肝、脾,清热、解毒、热解毒,刀伤、无名肿毒,无名肿毒,《贵州民间药物》
12600,岩豆藤根,贵州崖豆藤、大血藤、血贯肠、老鸦藤、老菀豆藤、小鸡血藤、鸡血藤,平、涩、甘,大肠,清热、解毒,痢疾、腹泻,痢不止 腹泻,《贵州民间药物》
12700,岩豆藤花,missing,寒、甘,肺,凉血、止血,鼻衄、外伤出血,鼻衄 出血,《贵州民间药物》
12800,虫牙药,三叉金、三托艾、伤寒头、大箭根、三姐妹、牛尾草、三叶扫把、马鹿尾、三叶香茶菜、细叶香茶菜,温、苦、辛、毒,肝、肺,祛风、止痛、消肿、止咳、散寒、解毒、化痰、解毒消、祛风湿,风寒感冒、咳嗽、黄疸、鹤膝风、风湿肿痛、齿痛、刀伤出血、毒蛇咬伤,寒邪 感冒 咳嗽 黄疸 鹤膝风 寒湿 肿痛 齿痛 出血,"《贵州民间药物》,《广西药植名录》,《广西中草药》"
12900,杜楝,missing,寒、苦、涩,肝、肺、脾、心、胃、大肠,清热、收敛、燥湿、止血、解毒、消炎,急、慢性痢疾、泄泻、咽喉肿痛等、内外伤出血者,痢不止 痢不止 咽喉肿痛 出血,《海南植物志》
13000,单花山竹子,missing,寒、苦、涩,心、胃,止痛、清热、收敛、解毒、消炎、生肌、热解毒,大毒疮、牙痛、舌疮、口疮、下肠痈疡、烧伤、烫伤,齿痛 口烂 肠痈,《海南植物志》
13100,海红豆,孔雀豆、红豆、相思树、相思格、双栖树、红木、西施格树,寒、毒,肺、脾、心,清热、助颜、润肤、疏风,皮肤病、面黑,面目青黑,《海药本草》
13200,砗磲,车渠,寒、咸、甘、毒,肾,安神,失眠症,不睡,《海药本草》?
13300,瓣蕊唐松草,花唐松草、马尾黄连、肾叶唐松草,寒、苦,心、大肠,清热、燥湿、解毒、热解毒,赤自痢疾、痈肿疮疖、浸淫疮、渗出性皮炎,痢不止 痈 疖 皮炎,《河北中药手册》
13400,鹳肉,missing,寒、甘,肝、肺,止咳、平喘、滋补、肝肾、补肝、补肝肾,咳嗽气喘、肝肾不足所致闭经,咳嗽 喘促 肝肾不足 月经不通,《河北中医药集锦》
13500,赤瓟,气包、赤包、山屎瓜,平、苦、甘、酸,肝、肺、肾、胃,降逆、止咳、止呕、化瘀、行气、祛痰,反胃吐酸、肺结核咳嗽、吐血胸痛、腰部扭伤,反胃 吞酸 咳嗽 吐血不止 胸痛,《黑龙江中药》
13600,茨菇草,催生草、灵芝草,平、淡,肝,止血、催产,missing,,《红河中草药》
13700,大叶花椒茎叶,missing,甘、辛、毒,肺、肾,祛风、止痛、散寒、杀虫,腰痛、牙痛,腰痛 齿痛,《湖南药物志》 
13800,灯笼果,狗葡萄、醋栗、山麻子、东北茶藨、山樱桃,寒、甘、辛,肝,解表、疏风,感冒,感冒,《吉林中草药》
13900,疔毒草,missing,寒、苦,脾、肾、心,消痈、清热、解毒、热解毒,麻疹、疖肿、湿热、疮毒,丹疹 疖 湿热,"《吉林中草药》,《高原中草药治疗手册》"
14000,地椒,地花椒、百里香、山椒、山胡椒,温、辛、毒,肺、脾,祛风、止痛、温中、散寒,吐逆、腹痛、泄泻、食少痞胀、风寒咳嗽、咽肿、牙疼、身痛、肌肤瘙痒,干呕 肚腹痛 痢不止 饮食不下 寒邪 咳嗽 身疼 瘙痒,《嘉祐本草》
14100,地笋,地瓜儿、地瓜、地笋子、地蚕子、地藕、水三七、野三七、旱藕,温、甘、辛、毒,肝、肺、肾,固气、益气、活血、补精,吐血、衄血、产后腹痛、带下,吐血不止 衄血 产后 肚腹痛 带下,《嘉祐本草》
14200,大血藤,血藤、红皮藤、千年健、大活血、五花血藤、红藤、赤沙藤、蕨心藤、活血藤、血通、血木通、穿尖龙、半血莲、过血藤、血灌肠、花血藤、黄梗藤、八卦藤、黄鸡藤、血陈根、红牛鼻陈、山红藤、五花七、五花血通、大血通、红血藤、黄省藤、鱼藤、红菊花心,凉、平、苦、涩、酸、毒,肝、大肠,祛风、消痈、败毒、活血、杀虫、通络,急、慢性阑尾炎、风湿痹痛、赤痢、血淋、月经不调、疳积、虫痛、跌扑损伤,寒湿 赤痢 淋证 月经不调 疳 跌打损伤,"《简易草药》,《植物名实图考》<br/>"
14300,桂花子,桂花树子、四季桂子,温、甘、辛,肝、胃,止痛、疏肝,肝胃不和所致肝胃气痛、胸痛、胁痛、脘腹冷痛等症,不和 胃气痛 胸痛 胁痛 脘腹冷痛,《江苏药材志》
14400,苦蘵根,missing,寒、苦、毒,肝、肺、肾,通淋、利水,水肿腹胀、黄疸、热淋,水肿 心腹胀 黄疸 热淋,《江西民间草药》
14500,苦蘵果实,missing,平、酸、毒,肝、脾,止痛、清热、解毒、杀虫、热解毒,牙痛、天疱疮、疔疮,齿痛 疔疮,《江西民间草药》
14600,稻槎菜,missing,平、苦,肝、肺,凉血、解毒、透表、疏风,风邪外袭、咽喉不利、声音嘶哑、咳嗽咳痰者亦可麻疹、风疹透发不畅可湿热内注、下痢赤白或痈疽疮疗、肿胀不消,风邪 喉咽不利 声音 咳嗽 丹疹 风疹 不畅 湿热 赤白痢 痈 肿胀,《救荒本草》
14700,多齿蹄盖蕨,猴腿蹄盖蕨,凉、苦,肺、胃,止痛、清热、解毒、杀虫、热解毒,外感风热、发热、恶风、咽痛、口干、皮疹诸症 疗虫积腹痛,寒邪 遍身壮热 恶风 口干 丹疹 肚腹痛,《蕨类名词及名称》
14800,多鳞鳞毛蕨,芒齿鳞毛蕨、密毛鳞毛蕨、髯毛鳞毛蕨、贯众,寒、苦,肝,平肝、清热、杀虫,疗肝阳上亢、循经上扰清空之头晕目眩诸症、疗各种肠道寄生虫,眩晕 头目眩晕,《蕨类名词及名称》
14900,胡桃树皮,missing,苦、涩、毒,肝、脾、膀胱,祛风、利水、止痢、杀虫,水痢、肾囊风、麻风结节、全身发痒,水痢,《开宝本草》
15000,灯心草根,missing,寒、甘、毒,肝、膀胱、胆,退黄、消痈、通淋、利胆、散肿、利尿,湿热黄疸、淋证、乳痈,黄疸 淋证 乳痈,《开宝本草》 
15100,如意草,如意草、露水草、鸡冠参,寒、苦、甘,肝、肾,补虚、除湿、活络、舒筋,虚热不退、肾炎水肿、风湿性关节疼痛、湿疹、阳萎,虚热 水肿 寒湿 关节疼 急性湿疹,《昆明民间常用草药》
15200,万丈深茎叶,missing,平、苦,肺、脾,祛风、除湿、解表、发汗,外感无汗、风湿筋骨疼痛,外感 无汗 寒湿 身疼,《昆明民间常用草药》
15300,寸金草,missing,凉、苦、辛,肝、胃,平肝、清热、散风、解毒、热解毒,牙痛,齿痛,《昆明民间常用草药》 
15400,地膏药,岩白菜、雾水草、兔耳风、贴生鼠曲草、贴生香青,寒、苦,肝、大肠,清热、解毒、热解毒,痢疾、小儿惊风、口疮、疮毒、外伤出血,痢不止 小儿惊痫 口烂 出血,"《昆明民间常用草药》,《广西药植名录》,《贵州药植目录》"
15500,山杨柳,missing,凉、苦、涩,肺,清热、解毒、热解毒,大疮大毒,,《昆明民间常用草药》?
15600,沉香,蜜香、沉水香、海南沉、番沉、落水沉、沉香木、海南香、舶沉、药沉、海南沉香、白木香、莞香、女儿香、土沉香、全沉香、落水沉香、牙香树木、芽香树木、六麻树木、芫香、奇香南木、奇南香、奇楠、棋楠、远秀卿、角沉、黄沉、青桂、青桂香、龙解、黄脂沉、生结香、弄水香、鸡骨香、马蹄香、水盘香、蓬菜香、伽楠香、伽罗、栈香、崖香、牙香、香柴,温、苦、辛,脾、肾、胃,止痛、降逆、调中、纳气、行气、温肾,寒凝气滞所致的胸腹胀闷作痛；胃寒呕吐、呃逆；下元虚冷、肾不纳气之虚喘,气滞 心腹胀 作痛 干呕 干呕 下元虚冷 虚喘,"《雷公炮制药性解》,《药品化义》,《本草新编》"
15700,虎睛,missing,平、甘,肝、心,镇惊、明目,惊悸、癫痫、目翳,惊悸 癫痫,《雷公炮炙论》?
15800,残槁蔃,楠木根、大疳根,寒、凉、苦、涩、甘,心,清热、解毒、热解毒,痢疾、肠炎、风湿骨痛、腮腺炎、乳腺炎、疮疖,痢不止 寒湿 骨疼 疖,《岭南采药录》
15900,臭梧桐子,missing,平、苦,肝、肺,祛风、平喘、祛风湿,哮喘、风湿痛,哮喘 寒湿,《岭南采药录》
16000,倒扣草,牛舌大黄、牛舌头、鱼鳞菜、倒钩草、倒梗草、破布粘、白基牛膝、鸡骨草、牛七风、白牛七、鹅膝、倒捋草、倒吞吞、倒挂草、鸡骨癀、牛獭鼻、倒刺草、虎鞭草、粘身草、鸭脚节、铁马鞭、撮鼻草、倒勒草,寒、凉、平、苦、甘、辛、淡、酸、毒,肝、肺、大肠、膀胱,清热、解表、通淋、利水、活血、解毒、散瘀、热解毒,感冒发热、痢疾、疟疾、喉痛、脚气、淋病、水肿、跌打损伤,感冒 遍身壮热 痢不止 疟 咽喉肿痛 风湿脚气 淋 水肿 跌打损伤,《岭南采药录》
16100,辣椒头,missing,温、辛,脾,壮骨、益气、消肿、强筋、活血、止血,手足无力、肾囊肿胀,足痿无力 肿胀,《岭南采药录》
16200,青天葵,独叶莲、独脚莲、珍珠叶、坠千斤、铁帽子、山米子、青莲,凉、温、甘、辛、麻、淡、毒, ,清热、润肺、解毒、散瘀,肺痨、痰火咳血、瘰疬、肿毒、跌打损伤,痰火 咳血 瘰疬 肿毒 跌打损伤,《岭南采药录》
16300,杧果核,missing,平、苦、涩、酸、毒,胃、小肠,止痛、行气、消食、导滞,疝气、食滞,疝气 食滞,《岭南采药录》 
16400,鸭脚木皮,西加皮、鸭脚皮、鸭脚树、鸭脚木、鸭母树、鸭母爪、公母树、伞托木、五指通、鸭掌柴,凉、平、苦、涩,肺,祛风、除湿、解表、发汗、活络、舒筋,感冒发热、咽喉肿痛、风湿关节痛、跌打损伤、骨折,感冒 遍身壮热 咽喉肿痛 寒湿 跌打损伤,"《岭南采药录》,《南方主要有毒植物》"
16500,鸭脚木叶,missing,平、温、涩、辛,肾,止痛、消肿、止血、接骨,风湿骨痛、跌打损伤、骨折、刀伤、烧伤,寒湿 骨疼 跌打损伤,《岭南采药录》?
16600,大头陈,千捶草、乌头风、土夏枯草、地松茶、石棘、假薄荷、黑头草、神曲草,凉、平、苦、辛、香,肺、大肠,化浊、清热、驱风、芳香、和中、解表、燥湿、宣表,感冒头痛、腹痛泄泻、皮炎,感冒 头痛 肚腹痛 痢不止 皮炎,《岭南采药录》<br/>
16700,大茶药根,胡满蔃、大茶根、断肠草根、猪人参,寒、苦、毒,肝、肾,止痛、消肿、接骨,疗疮肿毒、跌打损伤、骨折,疮疥 跌打损伤,《岭南草药志》
16800,凫羽,missing,平、咸、毒,肺,清热、解毒、热解毒,浸淫疮、溃疡及烫伤,下肢溃疡,《陆川本草》
16900,番茄,西红柿、番李子、金橘,寒、甘、酸,脾、胃,健脾、消食,口渴、食欲不振,口干 饮食不下,《陆川本草》
17000,野牡丹根,missing,平、温、涩、甘、酸,肝、脾、胃,健脾、和瘀、止血、止泻,消化不良、胃痛、泻痢、便血、衄血、月经过多、风湿疼痛、跌打损伤头痛、偏头痛、风湿性关节炎、跌打损伤、乳腺炎、痈疽恶疮、腹股沟淋巴结炎、肠炎、丝虫病,消化不良 痢不止 大便后下血 衄血 月经过多 寒湿 疼痛 跌打损伤 头痛 痈 疮疥 淋,《陆川本草》
17100,红鸡踢香,金背藤、红面将军、金耳环,温、苦,肝、肺、膀胱,止咳、平喘、活血、化瘀、散寒、祛湿,哮喘、咳嗽、痹证、跌打损伤、骨折,哮喘 咳嗽 跌打损伤,"《陆川本草》,《广西药植名录》"
17200,茄蒂,missing,寒、苦,脾、胃、大肠,清热、除湿、解毒、止痢、热解毒,肠风下血、痈疽肿毒、口疮、牙痛,肠风 月经过多 痈 肿毒 口烂 齿痛,《履巉岩本草》
17300,柏树油,missing,平、涩、甘、淡、毒,肺、脾,祛风、解毒、生肌,风热头痛、白带、淋浊、痈疽疮疡、刀伤出血,热毒 头痛 带下 淋浊 痈 疮疥 出血,《民间常用草药汇编》
17400,毛大丁草根,白头翁、白花白头翁、兔耳风根,平、温、苦、毒,肺、胃、大肠、膀胱,清热、理气、解毒、和血、热解毒,痈肿、乳蛾、痄腮、瘰疬结核、痢疾、胸胁痞气、疝气、衄血、下血,痈 咽喉单双蛾 痄腮 瘰疬 痢不止 痞积 疝气 衄血 月经过多,《闽东本草》
17500,寒莓根,missing,寒、凉、平、酸、毒,肝、肾,止痛、清热、活血、解毒、热解毒,胃痛吐酸、黄疸肝炎、吐泻、白带、痔疮,吞酸 黄疸 吐泻 带下 痔疮,《闽南民间草药》
17600,地筋,菅根、土筋、黄茅、毛针子草,寒、平、甘、毒,肺、胃,祛风、清热、除湿、止渴,热病消渴、咳嗽、吐泻、关节疼痛,热病 消渴 咳嗽 吐泻 关节疼,《名医别录》
17700,鹿鞭,鹿茎筋、鹿鞭、鹿阴茎、鹿冲、鹿冲肾,平、温、热、咸、甘、辛、毒,肝、肾、膀胱,补肾、壮阳、活血、益精,劳损、腰膝酸痛、肾虚耳聋、耳鸣、阳萎、宫冷不孕,伤损经络 腰膝酸痛或冷痛 肾虚 耳聋 耳内虚鸣 不育,《名医别录》
17800,牡蒿,蔚、牡臤、齐头蒿、水辣菜、布菜、铁菜子、土柴胡、猴掌草、流尿蒿、臭艾、碗头青、油艾、油蒿、油蓬、奶疳药、花艾草、六月雪、老鸦青、马莲蒿、马根柴、鹅草药、脚板蒿、牛尾蒿、白花蒿、熊掌草 ,寒、平、温、苦、甘、辛、淡、毒,肺、心、大肠,清热、解表、杀虫,感冒身热、劳伤咳嗽、潮热、小儿疳热、疟疾、口疮、疥癣、湿疹,感冒 遍身壮热 冲任不固 咳嗽 潮热 小儿疳 疟 口烂 急性湿疹,《名医别录》
17900,马唐,羊麻、羊粟、马饭,寒、甘,肝、脾,润肺、明目,目暗不明、肺热咳嗽,眼昏 气怒肺热 咳嗽,"《名医别录》,《本草拾遗》"
18000,鹅肉,鹅、舒雁、家雁,凉、平、甘、毒,肝、肺、脾,和胃、益气、补虚、止渴,虚羸、消渴,虚羸 消渴,"《名医别录》,《本草拾遗》,《纲目》,《禽经》"
18100,钓樟根皮,光狗棍根皮、大叶钓樟、又名:豫、棆、钓樟、乌樟、枕木、丁丁黄、小叶甘僵、野樟树、光狗棍,温、辛、毒,心、大肠、小肠,消肿、利水、止血、杀虫、疗癣,奔豚、脚气、水肿、疥癣、创伤出血,奔豚 风湿脚气 水肿  出血,"《名医别录》,《纲目》,《唐本草》 "
18200,刺猬皮,猬皮、仙人衣,平、苦、甘、毒,肝、胃,降气、凉血、止血、定痛,反胃吐食、腹痛疝气、肠风痔漏、遗精,胃吐食 肚腹痛 疝气 肠风 痔漏,"《名医别录》,《蜀本草》,《本草经疏》,《本经逢原》"
